Time,end,deviceid,location,_location_latitude,_location_longitude,_location_altitude,_location_precision,surveyorname,vendortype,GI_I_THI_U_Xin_ch_o_l_i_n_i_c_a_b_n_ch_a,verbalconsent,Kh_ng_c_ph_p_D_ng_a_ra_l_do_t_ch_i,refusalreason,refusalreason/not_home,refusalreason/responsible_not_home,refusalreason/no_response,refusalreason/undisclosed,refusalreason/uncomfortable,refusalreason/no_time,refusalreason/other,refusalreason_other,neighborhood,resp_gender,age,resp_owner,staff,resp_ethn,resp_ethn_other,foodgroups,foodgroups/cereals,foodgroups/whiterootsandtubers,foodgroups/veg_vitamina,foodgroups/veg_darkgreenleafy,foodgroups/veg_other,foodgroups/fruits_vitamina,foodgroups/fruits_other,foodgroups/meat_organ,foodgroups/meat_flesh,foodgroups/eggs,foodgroups/fish_seafood,foodgroups/legumes_nuts_seeds,foodgroups/milk,foodgroups/oils_fats,foodgroups/sweets,foodgroups/spices_cond_bev,wholeorprocessed,locationtime,previouslocation,previouslocationNUA,homelocation,reason,bridge_city,customers_neighb,customers_passersby,supplychain,safe_reputation,flooding,infrastructure,presence,absence,schools,leisure,B_n_ng_hay_kh_ng_h_ng_tuy_n_b_sau_y,customers_wealth,customers_ethn,rathersomewhereelse,ratherothersector,_5yr_changesector,_5yr_changelocation,B_y_gi_h_y_ngh_n_ng_g_n_y_nh_t_Yagi,typhoon_prepare,typhoon_prepare/stockpiling,typhoon_prepare/securing,typhoon_prepare/securing_away,typhoon_prepare/adjusting_hours,typhoon_prepare/relocating,typhoon_prepare/strengthening_infrastructure,typhoon_prepare/diversifying_products,typhoon_prepare/collaborating_withs,typhoon_prepare/saving_cash,typhoon_prepare/communicating_customers,typhoon_prepare/contingency_poweroutages,typhoon_cope,typhoon_cope/close_full,typhoon_cope/close_typhoon,typhoon_cope/inside_home,typhoon_cope/inside_here,typhoon_cope/cheaper,typhoon_cope/more_expensive,typhoon_cope/sharing,typhoon_financial,typhoon_damages,foodwaste_amount,foodwaste_amount_unit,foodwaste_freq,foodwaste_mainreason,foodwaste_mainreason/deteriorated,foodwaste_mainreason/usebydate,foodwaste_mainreason/unappetizing,foodwaste_mainreason/toomuch,foodwaste_mainreason/toomanyingredients,foodwaste_mainreason/other,foodwaste_whatdo,foodwaste_whatdo/throwaway,foodwaste_whatdo/giveaway,foodwaste_whatdo/foodbank,foodwaste_whatdo/composting_community,foodwaste_whatdo/composting_hh,foodwaste_whatdo/animalfood,foodwaste_whatdo/other,Xin_ch_n_th_nh_c_m_m_t_ng_y_th_t_vui_v,_y_l_ph_n_k_t_th_c_c_k_t_n_i_internet,picture,picture_URL,comments,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index,INTRODUCTION_Hello_bal_informed_consent,No_permission_Stop_terwards_if_relevant,Do_you_agree_or_disa_following_statements,Now_please_think_of_Typhoon_event_Yagi,Thank_you_very_much_a_very_pleasant_day,This_is_the_end_of_t_internet_connection
2024-10-31 11:33:32.595000,2024-10-31 11:39:32.546000,collect:Q5f83MorxglCrHPg,21.0621279 105.9166438 -6.963104248046875 4.502,21.0621279,105.9166438,-6.963104248046875,4.502,ha,retailer,,yes,,,,,,,,,,,Giang Bien,female,36.0,yes,1.0,kinh,,cereals,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,processed,1.0,none,,district,Sang nhuong,-1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,,0.0,0.0,2.0,1.0,-1.0,-1.0,,securing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,close_full inside_home,1.0,0.0,1.0,0.0,0.0,0.0,0.0,moderate_fully,no_damages,1.0,day,2.0,usebydate deteriorated,1.0,1.0,0.0,0.0,0.0,0.0,animalfood,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,405406838,34ee2d65-2944-4021-89e3-12bf3d2301e6,2024-11-08 03:15:11,,,submitted_via_web,emersonburke,vJToPEU2HeURgmxeY8p9Lf,,64,,,,,,
2024-11-03 09:43:25.418000,2024-11-03 09:44:48.143000,collect:Q5f83MorxglCrHPg,21.0234248 105.8944423 -17.799999237060547 4.645,21.0234248,105.8944423,-17.79999923706055,4.645,ha,food truck,,now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405406842,23a696c3-a376-4ac5-913a-1b86e97b0cfc,2024-11-08 03:15:12,,,submitted_via_web,emersonburke,vJToPEU2HeURgmxeY8p9Lf,,65,,,,,,
2024-11-03 09:46:04.704000,2024-11-03 10:15:31.094000,collect:Q5f83MorxglCrHPg,21.0228166 105.894175 -17.799999237060547 5.36,21.0228166,105.894175,-17.79999923706055,5.36,ha,food truck,,yes,,,,,,,,,,,Quang Trung,male,30.0,yes,2.0,kinh,,spices_cond_bev sweets milk whiterootsandtubers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,processed,20.0,none,,neighbourhood,,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,,0.0,-1.0,0.0,0.0,-1.0,-1.0,,stockpiling adjusting_hours,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,close_typhoon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,moderate_fully,no_damages,0.0,,,,,,,,,,,,,,,,,,,,1730603718897.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F4c431809c1f04371ae7593d9feb3577c%2Fe2a0507a-6001-4334-8a8e-5bc095c25c79%2F1730603718897.jpg,,405406845,e2a0507a-6001-4334-8a8e-5bc095c25c79,2024-11-08 03:15:13,,,submitted_via_web,emersonburke,vJToPEU2HeURgmxeY8p9Lf,,66,,,,,,
2024-11-03 11:14:06.630000,2024-11-03 11:21:04.277000,collect:Q5f83MorxglCrHPg,21.0253709 105.8971069 12.16064453125 4.288,21.0253709,105.8971069,12.16064453125,4.288,ha,street vendor,,yes,,,,,,,,,,,,female,69.0,yes,1.0,kinh,,meat_organ meat_flesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whole,10.0,none,,home,Front of her house ,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,0.0,0.0,-2.0,-2.0,1.0,1.0,,,,,,,,,,,,,,close_typhoon inside_here,0.0,1.0,0.0,1.0,0.0,0.0,0.0,no_losses,no_damages,0.0,,,,,,,,,,,,,,,,,,,,1730607636686.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F4c431809c1f04371ae7593d9feb3577c%2F8e1b29c2-b81e-469a-ad76-465a3c2ec570%2F1730607636686.jpg,,405406847,8e1b29c2-b81e-469a-ad76-465a3c2ec570,2024-11-08 03:15:14,,,submitted_via_web,emersonburke,vJToPEU2HeURgmxeY8p9Lf,,67,,,,,,
2024-10-27 08:54:59.244000,2024-10-27 10:29:21.688000,collect:Q5f83MorxglCrHPg,21.0246897 105.8780054 2.91705322265625 4.931,21.0246897,105.8780054,2.91705322265625,4.931,hanh,food truck,,yes,,,,,,,,,,,Thach Cau,female,62.0,yes,2.0,kinh,,cereals meat_flesh eggs spices_cond_bev,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,processed,10.0,none,,neighbourhood,Close to home,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,,-2.0,2.0,-2.0,-2.0,0.0,0.0,,,,,,,,,,,,,,close_full inside_home,1.0,0.0,1.0,0.0,0.0,0.0,0.0,no_losses,no_damages,0.5,day,2.0,other,0.0,0.0,0.0,0.0,0.0,1.0,throwaway,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1729999729142.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F4c431809c1f04371ae7593d9feb3577c%2Fc4add236-e08d-4201-ab88-ebb9ec654e7d%2F1729999729142.jpg,,405406851,c4add236-e08d-4201-ab88-ebb9ec654e7d,2024-11-08 03:15:16,,,submitted_via_web,emersonburke,vJToPEU2HeURgmxeY8p9Lf,,68,,,,,,
2024-10-27 11:30:01.068000,2024-10-27 11:38:50.795000,collect:Q5f83MorxglCrHPg,21.0224544 105.880935 5.159942626953125 4.824,21.0224544,105.880935,5.159942626953125,4.824,mailinh,food truck,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,none,,street,House next to here,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,,adjusting_hours,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inside_home close_typhoon,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,She got busy at the middle of the survey.,405406854,e22fcdd1-fd2e-4dc1-92c8-64a49fa6b79b,2024-11-08 03:15:17,,,submitted_via_web,emersonburke,vJToPEU2HeURgmxeY8p9Lf,,69,,,,,,
2024-09-26 15:25:27.963000,2024-09-27 10:39:39.784000,collect:e74jOzixcozSdptS,21.0232453 105.8921017 -16.700000762939453 4.274,21.0232453,105.8921017,-16.70000076293945,4.274,duy,retailer,,yes,,,,,,,,,,,To 12 61.Tram,female,62.0,yes,1.0,kinh,,spices_cond_bev sweets oils_fats milk legumes_nuts_seeds cereals,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,processed,10.0,none,,,I opened this shop for her son because his condition are no longer suitable for working anymore,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,,-2.0,-2.0,-2.0,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727408371199.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F3759317a5ef641be916b446853962c3d%2F4ffd9949-80ba-493a-8f61-f6b59feafae5%2F1727408371199.jpg,,388372846,4ffd9949-80ba-493a-8f61-f6b59feafae5,2024-09-27 03:39:55,,,submitted_via_web,angelriofrio,vKstem7qmpDLt3pjwezVY8,,1,,,,,,
2024-09-29 15:46:00.597000,2024-09-29 16:17:29.920000,collect:e74jOzixcozSdptS,21.0713648 105.904745 -17.0 3.961,21.0713648,105.904745,-17.0,3.961,angel,retailer,,yes,,,,,,,,,,,Duc Giang,male,48.0,yes,5.0,kinh,,cereals milk sweets veg_other,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,processed,9.0,NUA,LongBien_other,adminunit,He lives here,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,-2.0,-2.0,-2.0,,stockpiling diversifying_products collaborating_withs,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,sharing inside_here inside_home cheaper,0.0,0.0,1.0,1.0,1.0,0.0,1.0,better_situation,no_damages,,,,,,,,,,,,,,,,,,,,,1727601440524.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F3759317a5ef641be916b446853962c3d%2Fbdb1b1a7-947a-4e01-b20d-eda354186b13%2F1727601440524.jpg,,389110984,bdb1b1a7-947a-4e01-b20d-eda354186b13,2024-09-29 09:17:50,,,submitted_via_web,angelriofrio,vKstem7qmpDLt3pjwezVY8,,2,,,,,,
2024-09-29 16:19:13.036000,2024-09-29 16:34:06.695000,collect:e74jOzixcozSdptS,21.0712231 105.9046949 -4.335968017578125 4.264,21.0712231,105.9046949,-4.335968017578125,4.264,mailinh,street vendor,,yes,,,,,,,,,,,Duc giang,female,33.0,yes,1.0,kinh,,fruits_vitamina fruits_other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whole,14.0,none,,street,Near market and home,0.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,,1.0,2.0,-2.0,-2.0,2.0,-2.0,,stockpiling adjusting_hours strengthening_infrastructure communicating_customers contingency_poweroutages saving_cash,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,close_typhoon inside_here,0.0,1.0,0.0,1.0,0.0,0.0,0.0,no_losses,no_damages,,,,,,,,,,,,,,,,,,,,,1727602435403.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F3759317a5ef641be916b446853962c3d%2F3aa19842-1c76-4e20-a0ca-d3aeb2fb3a5b%2F1727602435403.jpg,Next to bakery,389114276,3aa19842-1c76-4e20-a0ca-d3aeb2fb3a5b,2024-09-29 09:34:17,,,submitted_via_web,angelriofrio,vKstem7qmpDLt3pjwezVY8,,3,,,,,,
2024-09-30 08:10:21.050000,2024-09-30 08:12:38.157000,ee.kobotoolbox.org:tN48UwbweXagmcqe,,,,,,mailinh,marketvendor,,yes,,,,,,,,,,,Testing,X,0.0,now,1.0,kinh,,cereals whiterootsandtubers veg_vitamina veg_darkgreenleafy veg_other fruits_vitamina fruits_other meat_organ eggs legumes_nuts_seeds,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,whole,1.0,none,,country,Testing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,stockpiling securing collaborating_withs,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,inside_here cheaper more_expensive sharing,0.0,0.0,0.0,1.0,1.0,1.0,1.0,severe_partly,moderate_fully,,,,,,,,,,,,,,,,,,,,,,,,389295651,ed47a78c-2ede-4c0d-a69b-b5f4521f28de,2024-09-30 01:12:54,,,submitted_via_web,mailinh_longbien,v8zq375NfhQ9ZAYQt2zTdZ,,4,,,,,,
2024-09-29 15:47:37.061000,2024-09-29 16:09:46.455000,collect:Q5f83MorxglCrHPg,21.0265349 105.8868868 1.219940185546875 4.931,21.0265349,105.8868868,1.219940185546875,4.931,hanh,street vendor,,yes,,,,,,,,,,,Tu Dinh,female,65.0,yes,1.0,kinh,,fruits_vitamina fruits_other eggs veg_vitamina,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,whole,1.0,none,,home,Her house work near that neighbourhood,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,0.0,-1.0,1.0,1.0,,0.0,2.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,inside_here,0.0,0.0,0.0,1.0,0.0,0.0,0.0,no_losses,no_damages,,,,,,,,,,,,,,,,,,,,,1727600945831.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F3759317a5ef641be916b446853962c3d%2F7cc6d43d-a441-4960-8c53-b09c06ff4e24%2F1727600945831.jpg,She has pension,389297602,7cc6d43d-a441-4960-8c53-b09c06ff4e24,2024-09-30 01:33:50,,,submitted_via_web,emersonburke,vKstem7qmpDLt3pjwezVY8,,5,,,,,,
2024-09-30 09:17:50.701000,2024-09-30 09:49:21.200000,collect:e74jOzixcozSdptS,21.0218961 105.895721 -15.600000381469727 4.613,21.0218961,105.895721,-15.60000038146973,4.613,angel,restaurant,,yes,,,,,,,,,,,Long Bien,male,44.0,yes,5.0,kinh,,meat_flesh cereals oils_fats veg_other spices_cond_bev,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,processed,1.0,city,,city,Family business. It's his land. He owns it.,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,,,,,,,,,,,,,inside_here,0.0,0.0,0.0,1.0,0.0,0.0,0.0,no_losses,no_damages,,,,,,,,,,,,,,,,,,,,,1727664554540.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F3759317a5ef641be916b446853962c3d%2Fd3041abf-b1d8-4fe0-b4e4-6348193a8f15%2F1727664554540.jpg,,389308501,d3041abf-b1d8-4fe0-b4e4-6348193a8f15,2024-09-30 03:24:49,,,submitted_via_web,angelriofrio,v8zq375NfhQ9ZAYQt2zTdZ,,6,,,,,,
2024-09-30 10:02:43.729000,2024-09-30 10:24:29.420000,collect:e74jOzixcozSdptS,21.0267602 105.8932069 -18.5 4.783,21.0267602,105.8932069,-18.5,4.783,mailinh,wholesaler,,yes,,,,,,,,,,,Long Bien,female,30.0,yes,6.0,kinh,,cereals veg_other spices_cond_bev sweets milk meat_flesh,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,whole,8.0,country,,district,Family land here,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,,-2.0,-2.0,1.0,2.0,-2.0,0.0,,strengthening_infrastructure communicating_customers,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,close_typhoon inside_here,0.0,1.0,0.0,1.0,0.0,0.0,0.0,no_losses,no_damages,,,,,,,,,,,,,,,,,,,,,1727666662388.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F3759317a5ef641be916b446853962c3d%2Ffb1662fa-48df-4043-bbd0-a3567d3a9f42%2F1727666662388.jpg,,389308503,fb1662fa-48df-4043-bbd0-a3567d3a9f42,2024-09-30 03:24:51,,,submitted_via_web,angelriofrio,v8zq375NfhQ9ZAYQt2zTdZ,,7,,,,,,
2024-09-30 10:41:05.267000,2024-09-30 10:53:25.906000,collect:e74jOzixcozSdptS,21.0263355 105.8932316 -18.600000381469727 4.94,21.0263355,105.8932316,-18.60000038146973,4.94,mailinh,restaurant,,yes,,,,,,,,,,,Long Bien,male,25.0,yes,5.0,kinh,,cereals veg_other meat_organ meat_flesh eggs fish_seafood oils_fats spices_cond_bev sweets veg_darkgreenleafy,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,processed,1.0,none,,home,"Nice location, affordable ",-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,,stockpiling,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inside_here,0.0,0.0,0.0,1.0,0.0,0.0,0.0,moderate_fully,,,,,,,,,,,,,,,,,,,,,,1727668354002.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F3759317a5ef641be916b446853962c3d%2Fa902dbb4-3650-4121-9405-bebcda83cc29%2F1727668354002.jpg,Opened 5 months ago,389312504,a902dbb4-3650-4121-9405-bebcda83cc29,2024-09-30 03:53:38,,,submitted_via_web,angelriofrio,v8zq375NfhQ9ZAYQt2zTdZ,,8,,,,,,
2024-09-30 10:27:38.591000,2024-09-30 10:40:55.339000,collect:e74jOzixcozSdptS,21.0266473 105.8932394 -18.5 4.951,21.0266473,105.8932394,-18.5,4.951,mailinh,restaurant,,yes,,,,,,,,,,,Long Bien,male,38.0,now,4.0,kinh,,cereals veg_vitamina meat_flesh spices_cond_bev oils_fats fruits_other fruits_vitamina,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,whole,6.0,city,,home,"Livelihood, house here",-1.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,,,,,,,,,,,,,close_typhoon inside_here,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1727667644098.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F3759317a5ef641be916b446853962c3d%2Fa76d781c-8200-44ab-88cd-4419bc3710e9%2F1727667644098.jpg,,389312510,a76d781c-8200-44ab-88cd-4419bc3710e9,2024-09-30 03:53:40,,,submitted_via_web,angelriofrio,v8zq375NfhQ9ZAYQt2zTdZ,,9,,,,,,
2024-10-01 08:25:04.527000,2024-10-01 09:05:08.349000,collect:e4WhAIytKCKvTitg,21.0314538 105.8887416 -18.0 10.197,21.0314538,105.8887416,-18.0,10.197,analyn,street vendor,,yes,,,,,,,,,,,Tu Dinh,female,431.0,yes,1.0,kinh,,veg_vitamina veg_darkgreenleafy fruits_vitamina fruits_other veg_other legumes_nuts_seeds,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,whole,20.0,city,,district,The area is a closer from her home. And advantageous for her too because she would have time to take a look on her children.,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-2.0,2.0,2.0,-2.0,0.0,,securing adjusting_hours,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,close_full inside_home,1.0,0.0,1.0,0.0,0.0,0.0,0.0,no_losses,moderate_not,,,,,,,,,,,,,,,,,,,,,1727748159177.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F3759317a5ef641be916b446853962c3d%2Fabbee781-10ef-4636-b6ac-6be4af2945e3%2F1727748159177.jpg,The respondent was worried that the government might relocate her to other are within 5 years.,389764322,abbee781-10ef-4636-b6ac-6be4af2945e3,2024-10-01 02:06:07,,,submitted_via_web,analynregina,v8zq375NfhQ9ZAYQt2zTdZ,,10,,,,,,
2024-09-30 10:59:16.934000,2024-10-01 09:12:00.247000,collect:e74jOzixcozSdptS,21.0309051 105.8893594 -18.0 4.175,21.0309051,105.8893594,-18.0,4.175,mailinh,retailer,,yes,,,,,,,,,,,Tu Dinh,female,72.0,yes,,,,spices_cond_bev sweets milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,processed,12.0,none,,,For fun,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,-2.0,2.0,,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727748687918.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F3759317a5ef641be916b446853962c3d%2Fc5dd7b8a-05e9-409c-b33d-6c33503c0cb1%2F1727748687918.jpg,,389764993,c5dd7b8a-05e9-409c-b33d-6c33503c0cb1,2024-10-01 02:12:11,,,submitted_via_web,angelriofrio,v8zq375NfhQ9ZAYQt2zTdZ,,11,,,,,,
2024-10-01 09:12:18.838000,2024-10-01 09:39:04.232000,collect:e74jOzixcozSdptS,21.030864 105.8894084 -18.100000381469727 3.79,21.030864,105.8894084,-18.10000038146973,3.79,angel,marketvendor,,yes,,,,,,,,,,,"Long Bien
",female,36.0,yes,1.0,kinh,,veg_vitamina whiterootsandtubers veg_darkgreenleafy veg_other legumes_nuts_seeds fruits_other fruits_vitamina,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,whole,2.0,NUA,tudinh,street,Passion,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,,0.0,1.0,2.0,-1.0,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,better_situation,no_damages,,,,,,,,,,,,,,,,,,,,,1727750322227.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F3759317a5ef641be916b446853962c3d%2F681cf776-3d86-482f-8329-b3f13e976b8b%2F1727750322227.jpg,,389767463,681cf776-3d86-482f-8329-b3f13e976b8b,2024-10-01 02:39:19,,,submitted_via_web,angelriofrio,v8zq375NfhQ9ZAYQt2zTdZ,,12,,,,,,
2024-10-01 09:16:46.914000,2024-10-03 17:14:17.692000,collect:e4WhAIytKCKvTitg,21.0307841 105.8892197 -18.0 5.118,21.0307841,105.8892197,-18.0,5.118,analyn,street vendor,,yes,,,,,,,,,,,Tu Dinh,male,63.0,yes,1.0,kinh,,veg_darkgreenleafy veg_vitamina veg_other spices_cond_bev,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,whole,10.0,country,,district,To gain extra income,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,,0.0,-2.0,-2.0,-2.0,0.0,-2.0,,adjusting_hours,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,close_typhoon inside_home,0.0,1.0,1.0,0.0,0.0,0.0,0.0,severe_fully,no_damages,,,,,,,,,,,,,,,,,,,,,1727750806381.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F3759317a5ef641be916b446853962c3d%2Feddd8f10-031e-40f1-839a-0b7b60c17562%2F1727750806381.jpg,The respondent said that during the typhoon he had to throw away some of the perishable vegetables particularly the leafy vegetables. It caused severe financial losses in his business.,390785303,eddd8f10-031e-40f1-839a-0b7b60c17562,2024-10-03 10:20:55,,,submitted_via_web,analynregina,v8zq375NfhQ9ZAYQt2zTdZ,,13,,,,,,
2024-10-03 16:42:57.896000,2024-10-03 16:58:52.083000,collect:JSriZPO0C6jcYg8h,21.0331688 105.9437598 -17.19999885559082 4.873,21.0331688,105.9437598,-17.19999885559082,4.873,ha,restaurant,,yes,,,,,,,,,,,Co Bi,male,29.0,yes,9.0,kinh,,cereals whiterootsandtubers veg_vitamina veg_darkgreenleafy fruits_vitamina fruits_other meat_organ meat_flesh eggs fish_seafood legumes_nuts_seeds oils_fats sweets spices_cond_bev,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,whole,3.0,none,,country,,-1.0,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-2.0,2.0,0.0,-2.0,-2.0,,adjusting_hours strengthening_infrastructure,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,close_typhoon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,no_losses,no_damages,,,,,,,,,,,,,,,,,,,,,1727949410231.jpg,https://kc.kobotoolbox.org/media/original?media_file=lmhemerijckx%2Fattachments%2F3759317a5ef641be916b446853962c3d%2F7504c33e-3011-4eb7-9245-54f996fc05fb%2F1727949410231.jpg,,391456231,7504c33e-3011-4eb7-9245-54f996fc05fb,2024-10-05 01:14:41,,,submitted_via_web,harie2409,v8zq375NfhQ9ZAYQt2zTdZ,,14,,,,,,
